#,autor_docente,autores,producao,ano,tipo_producao,citescore,quartil_citescore,percentile,quartil_percentile,q_p,qualis_estrato,qualis,programas,prog._qtd,Cluster
105815,1,[63122],10604337,2015,25,1.01,0.75,49,0.50,Q2,0.70,A4,[23001011061P4],1,cluster1
105817,1,[63122],10604339,1995,25,8.58,1.00,96,1.00,Q4,1.00,A1,[23001011061P4],1,cluster1
105825,1,[63169],10612206,2013,25,0.14,0.25,45,0.50,Q2,1.00,A1,[23001011038P2-31001017155P1],2,cluster1
105843,1,[75541],10614165,2019,25,2.52,1.00,80,1.00,Q4,0.90,A2,[23001011015P2],1,cluster1
105853,1,[63247],10622695,2017,25,1.65,0.75,59,0.75,Q3,0.00,C/NI/NP,[23001011033P0],1,cluster1
105870,1,[63247],10622781,2014,25,1.59,0.75,70,0.75,Q3,0.80,A3,[23001011033P0],1,cluster1
105880,1,[63247],10622841,2014,25,2.01,1.00,81,1.00,Q4,0.90,A2,[23001011033P0],1,cluster1
105889,1,[63247],10622874,2014,25,1.59,0.75,70,0.75,Q3,0.80,A3,[23001011033P0],1,cluster1
105895,1,[63251],10623093,1996,25,1.55,0.75,55,0.75,Q3,0.80,A3,[23001011023P5],1,cluster1
105900,1,[63251],10623101,1996,25,1.55,0.75,55,0.75,Q3,0.80,A3,[23001011023P5],1,cluster1
105916,1,[63251],10623134,2000,25,1.55,0.75,55,0.75,Q3,0.80,A3,[23001011023P5],1,cluster1
105962,1,[63251],10623223,2011,25,1.55,0.75,55,0.75,Q3,0.80,A3,[23001011023P5],1,cluster1
106007,1,[63251],10623298,2005,25,1.55,0.75,55,0.75,Q3,0.80,A3,[23001011023P5],1,cluster1
106013,1,[63251],10623307,2011,25,1.55,0.75,55,0.75,Q3,0.80,A3,[23001011023P5],1,cluster1
106022,1,[63251],10623320,1996,25,1.55,0.75,55,0.75,Q3,0.80,A3,[23001011023P5],1,cluster1
106050,2,[76367-87453],10625470,2015,25,3.76,1.00,89,1.00,Q4,1.00,A1,[23001011054P8-23001011170P8],2,cluster1
106052,2,[63296-78105],10631478,2011,25,1.82,0.75,72,0.75,Q3,0.70,A4,[23001011003P4-23001011054P8-23001011170P8],3,cluster1
106054,1,[63296],10631480,2018,25,3.25,1.00,68,0.75,Q3,0.80,A3,[23001011054P8],1,cluster1
106056,4,[63296-71729-74795-78105],10631486,2014,25,2.69,1.00,53,0.50,Q2,0.80,A3,[22003010017P5-23001011003P4-23001011035P3-23001011054P8-23001011170P8],5,cluster1
106058,1,[63296],10631490,2015,25,2.66,1.00,59,0.75,Q3,0.80,A3,[23001011054P8],1,cluster1
106059,1,[63296],10631491,2018,25,11.87,1.00,96,1.00,Q4,1.00,A1,[23001011054P8],1,cluster1
106060,1,[63296],10631492,2019,25,24.38,1.00,99,1.00,Q4,1.00,A1,[23001011054P8],1,cluster1
106064,2,[63325-68379],10636666,2018,25,3.58,1.00,85,1.00,Q4,1.00,A1,[22003010017P5-23001011043P6],2,cluster1
106066,1,[88124],10637446,2018,25,1.26,0.75,59,0.75,Q3,0.80,A3,[23001011033P0],1,cluster1
106067,1,[88124],10637473,2010,25,1.10,0.75,44,0.50,Q2,0.00,C/NI/NP,[23001011033P0],1,cluster1
106069,1,[88124],10637647,2001,25,1.55,0.75,69,0.75,Q3,0.00,C/NI/NP,[23001011033P0],1,cluster1
106070,1,[88124],10637803,2018,25,1.62,0.75,72,0.75,Q3,0.90,A2,[23001011033P0],1,cluster1
106074,1,[83414],10645537,2013,25,1.75,0.75,75,1.00,Q4,0.90,A2,[23001011005P7-23001011033P0],2,cluster1
106167,1,[89641],10662334,2013,25,2.44,1.00,79,1.00,Q4,0.90,A2,[23001011056P0],1,cluster1
106168,1,[89641],10662378,2013,25,2.44,1.00,79,1.00,Q4,0.90,A2,[23001011056P0],1,cluster1
106210,1,[63544],10670992,2012,25,2.25,1.00,77,1.00,Q4,0.90,A2,[23001011012P3],1,cluster1
106221,1,[63544],10671004,2000,25,3.42,1.00,95,1.00,Q4,0.90,A2,[23001011012P3],1,cluster1
106227,1,[63544],10671012,1998,25,1.59,0.75,55,0.75,Q3,0.70,A4,[23001011012P3],1,cluster1
106230,1,[63544],10671019,2000,25,4.11,1.00,98,1.00,Q4,1.00,A1,[23001011012P3],1,cluster1
106251,1,[63544],10671055,2011,25,4.55,1.00,97,1.00,Q4,1.00,A1,[23001011012P3],1,cluster1
106254,2,[63544-92203],10671060,2008,25,0.72,0.50,35,0.50,Q2,0.70,A4,[23001011012P3-23001011040P7-23001011047P1],3,cluster1
106256,1,[63544],10671062,2006,25,1.46,0.75,54,0.75,Q3,0.00,C/NI/NP,[23001011012P3],1,cluster1
106269,1,[63544],10671081,2015,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3],1,cluster1
106283,1,[72250],10680013,2009,25,1.57,0.75,73,0.75,Q3,0.90,A2,[23001011042P0],1,cluster1
106321,1,[63684],10697466,2005,25,1.20,0.75,83,1.00,Q4,0.90,A2,[23001011022P9],1,cluster1
106323,1,[63684],10697471,2006,25,1.23,0.75,64,0.75,Q3,0.80,A3,[23001011022P9],1,cluster1
106329,1,[63684],10697480,2007,25,3.58,1.00,76,1.00,Q4,0.90,A2,[23001011022P9],1,cluster1
106335,1,[63684],10697492,1999,25,1.78,0.75,55,0.75,Q3,0.70,A4,[23001011022P9],1,cluster1
106342,1,[63684],10697506,2013,25,1.78,0.75,55,0.75,Q3,0.00,C/NI/NP,[23001011022P9],1,cluster1
106345,1,[63684],10697509,2001,25,19.67,1.00,99,1.00,Q4,0.00,C/NI/NP,[23001011022P9],1,cluster1
106354,1,[63684],10697525,1999,25,5.83,1.00,98,1.00,Q4,1.00,A1,[23001011022P9],1,cluster1
106357,1,[69343],10702457,2019,25,2.28,1.00,88,1.00,Q4,0.90,A2,[23001011005P7],1,cluster1
106364,2,[63757-79626],10708647,2007,25,0.57,0.50,56,0.75,Q3,0.90,A2,[23001011029P3-23001011177P2],2,cluster1
106368,1,[63757],10708652,2018,25,0.68,0.50,42,0.50,Q2,0.80,A3,[23001011177P2],1,cluster1
106405,1,[70851],10711643,2013,25,2.15,1.00,71,0.75,Q3,0.80,A3,[23001011005P7-23001011033P0],2,cluster1
106417,1,[63789],10713598,2014,25,5.92,1.00,96,1.00,Q4,1.00,A1,[22001018074P6-23001011036P0],2,cluster1
106421,1,[63789],10713605,2013,25,0.96,0.75,26,0.50,Q2,0.35,B2,[22001018074P6-23001011036P0],2,cluster1
106424,1,[63789],10713608,2004,25,5.14,1.00,93,1.00,Q4,1.00,A1,[22001018074P6-23001011036P0],2,cluster1
106428,1,[63789],10713614,2019,25,5.92,1.00,96,1.00,Q4,1.00,A1,[22001018074P6-23001011036P0],2,cluster1
106431,1,[63789],10713619,2012,25,5.92,1.00,96,1.00,Q4,1.00,A1,[22001018074P6-23001011036P0],2,cluster1
106443,1,[63789],10713633,2019,25,5.92,1.00,96,1.00,Q4,1.00,A1,[22001018074P6-23001011036P0],2,cluster1
106444,2,[63789-76494],10713634,2019,25,2.41,1.00,79,1.00,Q4,1.00,A1,[22001018074P6-23001011003P4-23001011035P3-23001011036P0-23001011059P0],5,cluster1
106462,1,[63789],10713660,2012,25,1.10,0.75,44,0.50,Q2,0.70,A4,[22001018074P6-23001011036P0],2,cluster1
106537,2,[63829-87024],10723326,2015,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011033P0-23001011072P6-24001015081P8-31010016027P9],4,cluster1
106544,3,[63829-65812-87024],10723343,2013,25,0.96,0.75,42,0.50,Q2,0.80,A3,[23001011033P0-23001011072P6-24001015081P8-31010016027P9],4,cluster1
106614,1,[63877],10731806,2002,25,4.17,1.00,85,1.00,Q4,0.90,A2,[22003010017P5-23001011011P7],2,cluster1
106634,1,[63877],10731833,2015,25,1.72,0.75,46,0.50,Q2,0.50,B1,[22003010017P5-23001011011P7],2,cluster1
106644,1,[63877],10731847,2019,25,1.37,0.75,55,0.75,Q3,0.80,A3,[22003010017P5-23001011011P7],2,cluster1
106664,1,[63877],10731873,2019,25,0.90,0.50,44,0.50,Q2,0.50,B1,[22003010017P5-23001011011P7],2,cluster1
106677,1,[63877],10731889,2018,25,1.30,0.75,39,0.50,Q2,0.50,B1,[22003010017P5-23001011011P7],2,cluster1
106701,1,[63877],10731925,2013,25,1.37,0.75,55,0.75,Q3,0.80,A3,[22003010017P5-23001011011P7],2,cluster1
106719,1,[63877],10731947,2018,25,4.09,1.00,85,1.00,Q4,0.80,A3,[22003010017P5-23001011011P7],2,cluster1
106731,1,[63877],10731963,2016,25,2.35,1.00,62,0.75,Q3,0.80,A3,[22003010017P5-23001011011P7],2,cluster1
106779,1,[64022],10751738,2016,25,0.30,0.25,58,0.75,Q3,1.00,A1,[23001011053P1],1,cluster1
106811,2,[64042-67410],10755895,2015,25,2.80,1.00,85,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106813,1,[64042],10755897,2008,25,3.78,1.00,83,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106817,1,[64042],10755902,2019,25,3.28,1.00,82,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106843,1,[64042],10755930,2019,25,4.26,1.00,94,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106845,1,[64042],10755933,2018,25,4.52,1.00,86,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106847,1,[64042],10755935,2019,25,1.62,0.75,76,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106863,1,[64042],10755954,2019,25,2.01,1.00,78,0.75,Q3,0.80,A3,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106870,2,[64042-72898],10755962,2019,25,4.57,1.00,90,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3-23001011172P0],5,cluster1
106877,2,[64042-65308],10755970,2017,25,1.92,0.75,82,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3-23001011070P3],5,cluster1
106881,1,[64042],10755974,2018,25,2.80,1.00,85,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106884,1,[64042],10755977,2007,25,3.32,1.00,76,0.75,Q3,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106885,1,[64042],10755978,2005,25,3.92,1.00,81,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106890,1,[64042],10755984,2005,25,2.52,1.00,88,1.00,Q4,0.00,C/NI/NP,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106901,2,[64042-72898],10755995,2013,25,3.28,1.00,82,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3-23001011172P0],5,cluster1
106910,1,[64042],10756006,2018,25,4.97,1.00,95,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106919,1,[64042],10756017,2009,25,1.99,0.75,39,0.50,Q2,0.00,C/NI/NP,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106923,1,[64042],10756021,2006,25,4.97,1.00,95,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106943,1,[64042],10756044,2019,25,4.52,1.00,86,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106952,1,[64042],10756054,2012,25,4.57,1.00,90,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106983,1,[64042],10756086,2008,25,3.88,1.00,80,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106989,1,[64042],10756093,2008,25,2.52,1.00,88,1.00,Q4,0.00,C/NI/NP,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106990,1,[64042],10756094,2019,25,6.12,1.00,97,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
106997,2,[64042-77674],10756102,2019,25,6.12,1.00,97,1.00,Q4,1.00,A1,[22003010017P5-23001011020P6-23001011031P8-23001011035P3-23001011170P8],5,cluster1
107001,1,[64042],10756107,2008,25,3.89,1.00,88,1.00,Q4,0.90,A2,[22003010017P5-23001011020P6-23001011031P8-23001011035P3],4,cluster1
107030,1,[64072],10761282,2004,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107031,1,[64072],10761284,2007,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107033,1,[64072],10761286,2009,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107036,1,[64072],10761290,1999,25,3.12,1.00,85,1.00,Q4,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107038,1,[64072],10761292,2002,25,2.57,1.00,77,1.00,Q4,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107043,1,[64072],10761298,2010,25,0.72,0.50,35,0.50,Q2,0.70,A4,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107047,1,[64072],10761302,2005,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107050,1,[64072],10761306,2005,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107052,1,[64072],10761308,2005,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107056,1,[64072],10761312,2002,25,2.57,1.00,77,1.00,Q4,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107061,1,[64072],10761318,2005,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107062,1,[64072],10761319,2006,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107063,1,[64072],10761320,2009,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107064,1,[64072],10761321,2000,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107065,1,[64072],10761322,2007,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107066,1,[64072],10761323,1999,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107070,1,[64072],10761327,2000,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107076,1,[64072],10761333,2002,25,2.57,1.00,77,1.00,Q4,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107081,1,[64072],10761339,2005,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107082,1,[64072],10761340,2001,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107085,1,[64072],10761343,1999,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107086,1,[64072],10761344,2006,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107090,1,[64072],10761348,1995,25,2.57,1.00,77,1.00,Q4,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107091,1,[64072],10761349,2004,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107092,1,[64072],10761350,2009,25,2.99,1.00,84,1.00,Q4,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107097,1,[64072],10761356,1999,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107098,1,[64072],10761357,2007,25,4.12,1.00,91,1.00,Q4,0.80,A3,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107099,1,[64072],10761358,1994,25,0.72,0.50,35,0.50,Q2,0.70,A4,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107103,1,[64072],10761362,2007,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011012P3-23001011026P4-23001011041P3],3,cluster1
107150,1,[64108],10766770,2016,25,0.85,0.50,35,0.50,Q2,0.35,B2,[23001011003P4-23001011070P3],2,cluster1
107195,1,[64108],10766848,2019,25,3.13,1.00,84,1.00,Q4,1.00,A1,[23001011003P4-23001011070P3],2,cluster1
107214,1,[64108],10766877,2005,25,3.15,1.00,79,1.00,Q4,0.90,A2,[23001011003P4-23001011070P3],2,cluster1
107254,1,[64285],10800698,2019,25,2.14,1.00,73,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107256,1,[64285],10800700,2015,25,2.03,1.00,71,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107257,2,[64285-73015],10800701,2019,25,2.14,1.00,73,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107265,1,[64285],10800710,2011,25,1.40,0.75,55,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107266,1,[64285],10800711,2019,25,1.40,0.75,55,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107269,1,[64285],10800714,2012,25,2.07,1.00,73,0.75,Q3,0.80,A3,[23001011009P2-23001011026P4],2,cluster1
107287,1,[64285],10800735,2011,25,2.07,1.00,73,0.75,Q3,0.80,A3,[23001011009P2-23001011026P4],2,cluster1
107293,2,[64285-70108],10800742,2011,25,2.03,1.00,71,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107295,2,[64285-70108],10800744,2011,25,4.58,1.00,97,1.00,Q4,1.00,A1,[23001011009P2-23001011026P4],2,cluster1
107296,1,[64285],10800745,2018,25,1.75,0.75,64,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107297,1,[64285],10800746,2008,25,2.07,1.00,73,0.75,Q3,0.80,A3,[23001011009P2-23001011026P4],2,cluster1
107302,1,[64285],10800752,2015,25,2.07,1.00,73,0.75,Q3,0.80,A3,[23001011009P2-23001011026P4],2,cluster1
107303,1,[64285],10800753,2009,25,2.07,1.00,73,0.75,Q3,0.80,A3,[23001011009P2-23001011026P4],2,cluster1
107305,1,[64285],10800755,2016,25,1.96,0.75,70,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107306,2,[64285-66103],10800756,2017,25,7.39,1.00,97,1.00,Q4,1.00,A1,[23001011009P2-23001011026P4],2,cluster1
107309,1,[64285],10800759,2005,25,4.21,1.00,95,1.00,Q4,1.00,A1,[23001011009P2-23001011026P4],2,cluster1
107315,1,[64285],10800765,2014,25,1.40,0.75,55,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107319,1,[64285],10800770,2013,25,2.03,1.00,71,0.75,Q3,0.90,A2,[23001011009P2-23001011026P4],2,cluster1
107325,1,[64338],10809364,2015,25,1.69,0.75,64,0.75,Q3,0.50,B1,[23001011040P7-23001011170P8],2,cluster1
107326,1,[64338],10809365,2018,25,2.13,1.00,65,0.75,Q3,0.80,A3,[23001011040P7-23001011170P8],2,cluster1
107329,1,[64338],10809369,2012,25,2.18,1.00,64,0.75,Q3,0.80,A3,[23001011040P7-23001011170P8],2,cluster1
107330,1,[64338],10809370,2015,25,2.44,1.00,71,0.75,Q3,0.90,A2,[23001011040P7-23001011170P8],2,cluster1
107331,1,[64338],10809371,2011,25,2.13,1.00,65,0.75,Q3,0.80,A3,[23001011040P7-23001011170P8],2,cluster1
107335,1,[64338],10809382,2018,25,1.74,0.75,69,0.75,Q3,0.80,A3,[23001011040P7-23001011170P8],2,cluster1
107339,2,[64338-76784],10809388,2017,25,3.15,1.00,80,1.00,Q4,0.90,A2,[23001011040P7-23001011047P1-23001011170P8],3,cluster1
107343,1,[75265],10831268,2008,25,2.83,1.00,84,1.00,Q4,1.00,A1,[23001011010P0-23001011041P3],2,cluster1
107347,1,[85085],10835675,2009,25,0.35,0.50,30,0.50,Q2,0.50,B1,[23001011050P2],1,cluster1
107375,1,[64580],10845679,2009,25,2.79,1.00,73,0.75,Q3,1.00,A1,[23001011073P2],1,cluster1
107382,1,[64580],10845688,2010,25,3.06,1.00,78,0.75,Q3,0.90,A2,[23001011073P2],1,cluster1
107384,1,[64580],10845690,2003,25,1.06,0.75,31,0.50,Q2,0.35,B2,[23001011073P2],1,cluster1
107388,1,[64580],10845695,2017,25,1.89,0.75,66,0.75,Q3,0.80,A3,[23001011073P2],1,cluster1
107450,1,[64628],10853735,2008,25,3.24,1.00,83,1.00,Q4,1.00,A1,[23001011003P4],1,cluster1
107471,1,[64628],10853756,2008,25,2.72,1.00,76,1.00,Q4,0.90,A2,[23001011003P4],1,cluster1
107621,1,[64730],10870746,2014,25,6.98,1.00,92,1.00,Q4,1.00,A1,[33283010001P5],1,cluster1
107741,1,[64756],10874965,2004,25,0.79,0.50,59,0.75,Q3,0.90,A2,[23001011038P2],1,cluster1
107744,1,[64756],10874979,1995,25,0.07,0.25,27,0.50,Q2,1.00,A1,[23001011038P2],1,cluster1
107763,1,[64756],10875068,2002,25,0.79,0.50,59,0.75,Q3,0.90,A2,[23001011038P2],1,cluster1
107768,1,[64756],10875080,2017,25,0.08,0.25,30,0.50,Q2,0.90,A2,[23001011038P2],1,cluster1
107794,1,[64756],10875179,2013,25,0.09,0.25,32,0.50,Q2,1.00,A1,[23001011038P2],1,cluster1
107828,1,[84112],10883918,2002,25,3.92,1.00,81,1.00,Q4,1.00,A1,[23001011170P8],1,cluster1
107829,1,[84112],10883972,2011,25,9.32,1.00,99,1.00,Q4,1.00,A1,[23001011170P8],1,cluster1
107830,1,[84112],10884072,2003,25,2.69,1.00,74,0.75,Q3,0.80,A3,[23001011170P8],1,cluster1
107840,1,[64826],10887070,2012,25,1.80,0.75,63,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107841,1,[64826],10887073,2003,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107843,1,[64826],10887075,2007,25,1.75,0.75,61,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107846,1,[64826],10887080,2013,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107852,1,[64826],10887088,2017,25,1.35,0.75,83,1.00,Q4,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107854,1,[64826],10887091,2016,25,0.80,0.50,67,0.75,Q3,0.50,B1,[23001011031P8-23001011063P7],2,cluster1
107856,1,[64826],10887093,1997,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107858,1,[64826],10887095,2006,25,1.75,0.75,61,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107884,1,[64826],10887127,2007,25,4.73,1.00,86,1.00,Q4,1.00,A1,[23001011031P8-23001011063P7],2,cluster1
107887,1,[64826],10887133,2003,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107898,1,[64826],10887148,2018,25,1.47,0.75,56,0.75,Q3,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107899,1,[64826],10887150,2015,25,2.09,1.00,72,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107903,1,[64826],10887155,2008,25,1.61,0.75,58,0.75,Q3,0.50,B1,[23001011031P8-23001011063P7],2,cluster1
107904,1,[64826],10887157,2014,25,1.70,0.75,49,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107907,1,[64826],10887161,2011,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107913,1,[64826],10887168,2009,25,1.80,0.75,63,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107919,1,[64826],10887175,2003,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107923,1,[64826],10887180,2017,25,1.35,0.75,83,1.00,Q4,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107929,1,[64826],10887189,2007,25,3.26,1.00,94,1.00,Q4,1.00,A1,[23001011031P8-23001011063P7],2,cluster1
107937,1,[64826],10887202,2011,25,1.80,0.75,63,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107940,1,[64826],10887207,2007,25,2.21,1.00,72,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107949,1,[64826],10887218,2019,25,1.80,0.75,63,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107951,1,[64826],10887220,2007,25,1.70,0.75,49,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107956,1,[64826],10887227,2011,25,0.57,0.50,56,0.75,Q3,0.70,A4,[23001011031P8-23001011063P7],2,cluster1
107958,1,[64826],10887229,2015,25,0.76,0.50,36,0.50,Q2,0.35,B2,[23001011031P8-23001011063P7],2,cluster1
107960,1,[64826],10887232,2018,25,1.80,0.75,63,0.75,Q3,0.80,A3,[23001011031P8-23001011063P7],2,cluster1
107973,1,[78105],10912915,2019,25,4.20,1.00,84,1.00,Q4,1.00,A1,[23001011003P4-23001011054P8-23001011170P8],3,cluster1
107974,1,[91647],10917737,1999,25,5.47,1.00,96,1.00,Q4,0.00,C/NI/NP,[23001011020P6],1,cluster1
107976,1,[76784],10925239,2004,25,2.03,1.00,75,0.75,Q3,0.00,C/NI/NP,[23001011040P7-23001011047P1],2,cluster1
108040,1,[90812],10942884,2011,25,4.03,1.00,97,1.00,Q4,0.80,A3,[23001011035P3],1,cluster1
108041,1,[90812],10943072,2009,25,1.92,0.75,63,0.75,Q3,0.70,A4,[23001011035P3],1,cluster1
108049,1,[65160],10944319,2008,25,5.80,1.00,95,1.00,Q4,1.00,A1,[23001011011P7-23001011041P3],2,cluster1
108062,1,[65160],10944332,2005,25,2.57,1.00,77,1.00,Q4,0.90,A2,[23001011011P7-23001011041P3],2,cluster1
108064,1,[65160],10944334,2010,25,1.67,0.75,59,0.75,Q3,0.70,A4,[23001011011P7-23001011041P3],2,cluster1
108080,1,[65160],10944351,2005,25,3.58,1.00,85,1.00,Q4,1.00,A1,[23001011011P7-23001011041P3],2,cluster1
108086,1,[65160],10944358,2004,25,2.88,1.00,79,1.00,Q4,0.80,A3,[23001011011P7-23001011041P3],2,cluster1
108104,1,[65160],10944378,2001,25,3.66,1.00,91,1.00,Q4,1.00,A1,[23001011011P7-23001011041P3],2,cluster1
108145,1,[65160],10944421,2003,25,1.17,0.75,57,0.75,Q3,0.70,A4,[23001011011P7-23001011041P3],2,cluster1
108156,1,[65160],10944432,2002,25,3.27,1.00,76,1.00,Q4,0.90,A2,[23001011011P7-23001011041P3],2,cluster1
108169,1,[65160],10944445,1997,25,1.19,0.75,50,0.75,Q3,0.90,A2,[23001011011P7-23001011041P3],2,cluster1
108202,1,[65160],10944478,2001,25,5.80,1.00,95,1.00,Q4,1.00,A1,[23001011011P7-23001011041P3],2,cluster1
